"","entity","state","type","affected","date","incident","location","business_associate"
"5437","South Carolina Department of Health and Human Services","SC","Health Plan",228435,"04/24/2012","Unauthorized Access/Disclosure","Email","No"
"5438","TLC Dental Dania, LLC","FL","Healthcare Provider",750,"04/23/2012","Theft","Paper/Films","No"
"5439","University of Arkansas for Medical Sciences","AR","Healthcare Provider",7121,"04/20/2012","Unauthorized Access/Disclosure","Other","No"
"5440","Desert AIDS Project","CA","Healthcare Provider",4400,"04/20/2012","Theft","Desktop Computer","No"
"5441","Emory Healthcare","GA","Healthcare Provider",315000,"04/18/2012","Other","Other","No"
"5442","DRD Management, Inc. D/B/A DRD Knoxville Medical Clinic - Central","TX","Healthcare Provider",1000,"04/16/2012","Improper Disposal","Paper/Films","No"
"5443","Roy E. Gondo, M.D.","WA","Healthcare Provider",2100,"04/13/2012","Theft","Desktop Computer","No"
"5444","Memorial Healthcare System","FL","Health Plan",9497,"04/13/2012","Other","Other","No"
"5445","Rhinebeck Health Center/Center for Progressive Medicine","NY","Healthcare Provider",6745,"04/12/2012","Theft","Desktop Computer","No"
"5446","IU Medical Group","IN","Healthcare Provider",1000,"04/12/2012","Improper Disposal","Paper/Films","No"
"5447","Utah Department of Technology Services","UT","Business Associate",780000,"04/11/2012","Hacking/IT Incident","Network Server","Yes"
"5448","David Charles Rish","CA","Business Associate",2000,"04/10/2012","Theft","Other","Yes"
"5449","HealthLOGIX","MI","Business Associate",555,"04/10/2012","Unauthorized Access/Disclosure","Paper/Films","Yes"
"5450","Affinity Health Plan","NY","Health Plan",933,"04/10/2012","Unauthorized Access/Disclosure","Email","No"
"5451","AccentCare Home Health of California, Inc. Medicare # 057564    CA state License # 080000226","CA","Healthcare Provider",1000,"04/10/2012","Unauthorized Access/Disclosure","Email","No"
"5452","The Neighborhood Christian Clinic","AZ","Healthcare Provider",9565,"04/09/2012","Loss","Other Portable Electronic Device","No"
"5453","St. Elizabeth's Medical Center","MA","Healthcare Provider",6831,"04/06/2012","Loss","Paper/Films","No"
"5454","County of Wayne Department of Personnel/Human Resources Benefits Administration Division","MI","Health Plan",1229,"04/06/2012","Unauthorized Access/Disclosure","Email","No"
"5455","Lake Granbury Medicl Ceter","TX","Healthcare Provider",502,"04/04/2012","Theft","Paper/Films","No"
"5456","CenterLight Healthcare","NY","Health Plan",642,"04/03/2012","Unauthorized Access/Disclosure","Email","No"
"5457","St. Joseph's Medical Center","CA","Healthcare Provider",712,"03/29/2012","Theft","Paper/Films","No"
"5458","Duke University Health System","NC","Healthcare Provider",1370,"03/23/2012","Unauthorized Access/Disclosure","Other","No"
"5459","Caremark PCS Health, L.L.C. (formerly known as Caremark PCS Health, L.P.)","IL","Business Associate",3482,"03/23/2012","Other","Paper/Films","Yes"
"5460","Chicago Muscoskeletal Institute","IL","Healthcare Provider",750,"03/23/2012","Unauthorized Access/Disclosure","Network Server","No"
"5461","Baylor Heart and Vascular Center, LLP","TX","Healthcare Provider",1972,"03/16/2012","Theft","Other Portable Electronic Device","No"
"5462","Georgia Health Sciences University","GA","Healthcare Provider",513,"03/15/2012","Theft","Laptop","No"
"5463","T&P Consulting, INC DBA Quantum HC","PR","Business Associate",7606,"03/15/2012","Theft","Laptop","Yes"
"5464","Advanced Clinical Research Institute","CA","Health Plan",875,"03/14/2012","Theft","Paper/Films","No"
"5465","Quantum Health Consulting","PR","Business Associate",7923,"03/13/2012","Theft","Laptop","Yes"
"5466","William F. DeLuca Jr., M.D.","NY","Healthcare Provider",577,"03/13/2012","Theft","Laptop","No"
"5467","Kern Medical Center","CA","Healthcare Provider",1431,"03/12/2012","Theft","Paper/Films","No"
"5468","T&P Consulting, INC. d/b/a Quantum Health Consulting","PR","Business Associate",27098,"03/12/2012","Theft","Laptop","Yes"
"5469","Quantum Health Consulting","PR","Business Associate",4645,"03/12/2012","Theft","Laptop","Yes"
"5470","T & P Consulting, Inc. d/b/a Quantum Health Consulting","PR","Business Associate",10000,"03/12/2012","Theft","Laptop","Yes"
"5471","Indiana Internal Medicine Consultants","IN","Healthcare Provider",20000,"03/09/2012","Theft","Laptop","No"
"5472","Robley Rex VA Medical Center","KY","Healthcare Provider",1182,"03/06/2012","Other","Paper/Films","No"
"5473","Anchorage Community Mental Health Services Inc.","AK","Healthcare Provider",2743,"03/03/2012","Unauthorized Access/Disclosure","Desktop Computer","No"
"5474","Jeremaih J. Twomey, F.A.C.P., P.A.","TX","Business Associate",2559,"03/02/2012","Theft","Other","Yes"
"5475","Lee Miller Rehabilitation Associates","MD","Healthcare Provider",10480,"02/29/2012","Theft","Network Server","No"
"5476","T&P CONSULTING, INC. D/B/A QUANTUM","PR","Business Associate",7706,"02/28/2012","Theft","Laptop","Yes"
"5477","Catalyst Health Solutions, Inc.","MD","Business Associate",632,"02/28/2012","Unauthorized Access/Disclosure","Other","Yes"
"5478","Beth Barrett Consulting, LLC","NM","Business Associate",7000,"02/28/2012","Theft","Laptop","Yes"
"5479","CardioNet, Inc.","PA","Healthcare Provider",728,"02/27/2012","Theft","Laptop","No"
"5480","Dr. Trandinh","OR","Business Associate",2300,"02/20/2012","Theft","Laptop","Yes"
"5481","Ochsner Health System","LA","Healthcare Provider",2088,"02/20/2012","Loss","Other Portable Electronic Device","No"
"5482","Motion Picture Industry Health Plans (MPI)","CA","Health Plan",703,"02/15/2012","Theft","Other","No"
"5483","Georgetown University Hospital","DC","Healthcare Provider",1549,"02/15/2012","Unauthorized Access/Disclosure","Paper/Films","No"
"5484","St. Joseph Health System","CA","Healthcare Provider",12234,"02/15/2012","Unauthorized Access/Disclosure","Network Server","No"
"5485","Goshen Health System, Inc.","IN","Healthcare Provider",660,"02/14/2012","Hacking/IT Incident","Other","No"
"5486","Lakeview Medical Center","WI","Healthcare Provider",698,"02/14/2012","Theft","Laptop","No"
"5487","Medco Health Solutions, Inc.","NJ","Healthcare Provider",1287,"02/13/2012","Theft","Paper/Films","No"
"5488","Affiliated Computer Services, Inc.  (ACS, Inc.) A Xerox Company","NJ","Business Associate",1700,"02/08/2012","Other","Other","Yes"
"5489","Loma Linda University Medical Center (LLUMC)","CA","Healthcare Provider",1366,"02/08/2012","Other","Paper/Films","No"
"5490","Accretive Health","IL","Business Associate",14000,"02/06/2012","Theft","Laptop","Yes"
"5491","Triumph, LLC","NC","Healthcare Provider",2000,"02/01/2012","Theft","Laptop","No"
"5492","UnitedHealth Group health plan single affiliated covered entity","MN","Health Plan",6678,"02/01/2012","Other","Paper/Films","No"
"5493","University of Miami","FL","Healthcare Provider",1219,"01/30/2012","Theft","Other Portable Electronic Device","No"
"5494","Metro Community Provider Network","CO","Healthcare Provider",3200,"01/27/2012","Hacking/IT Incident","Email","No"
"5495","Flex Physical Therapy","WA","Healthcare Provider",3100,"01/27/2012","Theft","Desktop Computer","No"
"5496","St.Vincent Physician Network","IN","Healthcare Provider",1423,"01/26/2012","Theft","Paper/Films","No"
"5497","Oldendorf Medical Services, PLLC","NY","Healthcare Provider",549,"01/24/2012","Theft","Laptop","No"
"5498","ACS, Affiliated Computer Services, Inc., A Xerox Company","VA","Business Associate",1444,"01/23/2012","Other","Paper/Films","Yes"
"5499","Muskogee Regional Medical Center","OK","Health Plan",844,"01/20/2012","Loss","Other","No"
"5500","Delta Dental of California","CA","Health Plan",11646,"01/19/2012","Other","Paper/Films","No"
"5501","Kansas Department on Aging","KS","Healthcare Provider",7757,"01/19/2012","Theft","Laptop","No"
"5502","Foundation Medical Partners","NH","Healthcare Provider",771,"01/18/2012","Unauthorized Access/Disclosure","Paper/Films","No"
"5503","Foundation Medical Partners","NH","Healthcare Provider",771,"01/16/2012","Theft","Paper/Films","No"
"5504","WageWorks, Inc.","CA","Business Associate",1700,"01/13/2012","Other","Paper/Films","Yes"
"5505","RightNow Technologies","MT","Business Associate",2700,"01/11/2012","Unauthorized Access/Disclosure","Other","Yes"
"5506","CardioNet, Inc","PA","Healthcare Provider",1300,"01/10/2012","Theft","Laptop","No"
"5507","Alamance Caswell Local Management Entity","NC","Business Associate",50000,"01/10/2012","Other","Email","Yes"
"5508","Smile Designs","FL","Healthcare Provider",1670,"01/06/2012","Theft","Desktop Computer","No"
"5509","Sleep HealthCenters LLC","MA","Healthcare Provider",2988,"12/28/2011","Theft","Laptop","No"
"5510","Concentra Health","TX","Healthcare Provider",870,"12/28/2011","Theft","Laptop","No"
"5511","Soundpath Health, Inc","WA","Health Plan",7581,"12/23/2011","Theft","Laptop","No"
"5512","Aegis Sciences Corporation","TN","Healthcare Provider",2185,"12/21/2011","Theft","Laptop","No"
"5513","Molina Healthcare of California","CA","Health Plan",11081,"12/17/2011","Other","Paper/Films","No"
"5514","Paul C. Brown, MD, PS","WA","Healthcare Provider",4693,"12/15/2011","Theft","Other","No"
"5515","Roberts S. Smith M.D. Inc.","GA","Healthcare Provider",17000,"12/13/2011","Theft","Laptop","No"
"5516","University of Nebraska Medical Center","NE","Healthcare Provider",611,"12/09/2011","Theft","Paper/Films","No"
"5517","Nation Wise Machine Buyers","IL","Business Associate",2000,"12/09/2011","Improper Disposal","Paper/Films","Yes"
"5518","Blue Vantage Group","NY","Business Associate",7226,"12/09/2011","Unauthorized Access/Disclosure","Network Server","Yes"
"5519","Rite Aid Corporation","PA","Healthcare Provider",2900,"12/07/2011","Other","Paper/Films","No"
"5520","Contra Costa Health Services","CA","Healthcare Provider",4700,"12/07/2011","Unauthorized Access/Disclosure","Paper/Films","No"
"5521","Jay C. Platt, DDS","IN","Healthcare Provider",10705,"12/05/2011","Theft","Other","No"
"5522","Cleveland Clinic Florida","FL","Healthcare Provider",772,"12/01/2011","Loss","Other","No"
"5523","State of Tennessee Sponsored Group Health Plan","TN","Health Plan",1770,"11/28/2011","Unauthorized Access/Disclosure","Paper/Films","No"
"5524","University of Kentucky UK HealthCare","KY","Healthcare Provider",878,"11/23/2011","Loss","Other Portable Electronic Device","No"
"5525","Sitka Wellness Center","AK","Healthcare Provider",566,"11/22/2011","Unauthorized Access/Disclosure","Electronic Medical Record","No"
"5526","Dallas County Hospital District dba Parkland Health & Hospital System","TX","Healthcare Provider",2464,"11/17/2011","Unauthorized Access/Disclosure","Electronic Medical Record","No"
"5527","Medcenter One","ND","Healthcare Provider",650,"11/17/2011","Theft","Laptop","No"
"5528","Sutter Medical Foundation","AL","Healthcare Provider",943434,"11/17/2011","Theft","Desktop Computer","No"
"5529","Mid Continent Credit Services, Inc.","KS","Business Associate",8275,"11/14/2011","Theft","Other","Yes"
"5530","Amerigroup Community Care of New Mexico, Inc","NM","Health Plan",1537,"11/13/2011","Theft","Paper/Films","No"
"5531","Logan County Emergeny Ambulance Service Authority","WV","Healthcare Provider",12563,"11/08/2011","Loss","Laptop","No"
"5532","UCLA Health System","CA","Healthcare Provider",2761,"11/04/2011","Theft","Other","No"
"5533","Science Applications International Corporation (SA","VA","Business Associate",4900000,"11/04/2011","Loss","Other","Yes"
"5534","St. Joseph Medical Center","MD","Healthcare Provider",5000,"11/03/2011","Theft","Other","No"
"5535","Lebanon Internal Medicine Associates","PA","Healthcare Provider",55000,"11/02/2011","Improper Disposal","Network Server","No"
"5536","KCI USA, Inc.","TX","Healthcare Provider",567,"10/31/2011","Theft","Other","No"
"5537","Julie A. Kennedy, D.M.D., P.A.","FL","Healthcare Provider",2900,"10/31/2011","Theft","Network Server","No"
"5538","Thresholds Inc.","MI","Business Associate",1100,"10/28/2011","Theft","Paper/Films","Yes"
"5539","Premier Imaging","NC","Healthcare Provider",551,"10/28/2011","Unknown","Paper/Films","No"
"5540","Pitney Bowes Management Services, Inc.","CT","Business Associate",1089,"10/28/2011","Theft","Desktop Computer","Yes"
"5541","Morris Heights Health Center","NY","Healthcare Provider",927,"10/27/2011","Theft","Laptop","No"
"5542","Indiana University School of Optometry","IN","Healthcare Provider",757,"10/25/2011","Theft","Network Server","No"
"5543","Brevard Emergency Services, P.A.","FL","Healthcare Provider",2200,"10/25/2011","Theft","Paper/Films","No"
"5544","Stone Oak Urgent Care & Family Practice","TX","Business Associate",6672,"10/24/2011","Loss","Desktop Computer","Yes"
"5545","HITS Scanning Solutions, Inc.","MO","Business Associate",7059,"10/22/2011","Theft","Other","Yes"
"5546","Conway Regional Medical Center","AR","Healthcare Provider",1472,"10/21/2011","Loss","Other","No"
"5547","Spectrum Health Ssytems, Inc.","MA","Healthcare Provider",14750,"10/20/2011","Theft","Desktop Computer","No"
"5548","Mutual of Omaha Insurance Co","NE","Health Plan",705,"10/18/2011","Theft","Other Portable Electronic Device","No"
"5549","Lankenau Medical Center","PA","Healthcare Provider",500,"10/17/2011","Theft","Other","No"
"5550","Thomas Jefferson University Hospitals, Inc.","PA","Healthcare Provider",3150,"10/14/2011","Theft","Other","No"
"5551","Florida Hospital","FL","Healthcare Provider",12784,"10/13/2011","Unauthorized Access/Disclosure","Electronic Medical Record","No"
"5552","Futurity First Insurance Group","CT","Business Associate",3994,"10/11/2011","Theft","Other","Yes"
"5553","Lahey Clinic","MA","Healthcare Provider",599,"10/11/2011","Theft","Laptop","No"
"5554","InStep Foot Clinic, P.A.","MN","Healthcare Provider",2600,"10/11/2011","Theft","Electronic Medical Record","No"
"5555","Adult & Pediatric Dermatology, PC","MA","Healthcare Provider",2200,"10/07/2011","Theft","Other","No"
"5556","Thomas J O'Laughlin, MD","CA","Business Associate",700,"10/07/2011","Theft","Paper/Films","Yes"
"5557","The Nemours Foundation","FL","Healthcare Provider",1055489,"10/07/2011","Loss","Other","No"
"5558","Indiana University","IN","Healthcare Provider",3266,"10/04/2011","Theft","Laptop","No"
"5559","Futurity First Insurance Group","CT","Business Associate",1631,"10/03/2011","Loss","Other","Yes"
"5560","Henry Ford Health System","MI","Healthcare Provider",520,"10/03/2011","Theft","Desktop Computer","No"
"5561","MAPFRE Life","PR","Health Plan",2209,"09/29/2011","Theft","Desktop Computer","No"
"5562","FIRST PRIORITY LIFE INSURANCE COMPANY","PA","Business Associate",579,"09/28/2011","Theft","Paper/Films","Yes"
"5563","Summit Medical Group, PLLC","TN","Healthcare Provider",731,"09/28/2011","Theft","Paper/Films","No"
"5564","Fairview Health Services","MN","Healthcare Provider",14623,"09/27/2011","Theft","Laptop","No"
"5565","North Memorial Health Care","MN","Healthcare Provider",9497,"09/27/2011","Theft","Laptop","No"
"5566","NYU Hospital for Joint Diseases Inventory Management Department","NY","Healthcare Provider",2600,"09/26/2011","Theft","Paper/Films","No"
"5567","VA Illiana Health Care System","IL","Healthcare Provider",518,"09/23/2011","Loss","Paper/Films","No"
"5568","AllOne Health Management Solutions, Inc.","PA","Business Associate",507,"09/23/2011","Theft","Laptop","Yes"
"5569","Health Texas Provider Network","TX","Healthcare Provider",1259,"09/23/2011","Theft","Laptop","No"
"5570","Benefits Administration Services, Inc.","VA","Business Associate",4000,"09/22/2011","Loss","Other","Yes"
"5571","Bonney Lake Medical Center and Mythili R. Ramachandran, MD","WA","Healthcare Provider",2367,"09/21/2011","Theft","Desktop Computer","No"
"5572","VA Gulf Coast Veterans Health Care System","MS","Healthcare Provider",1797,"09/20/2011","Theft","Paper/Films","No"
"5573","Freda J Bowman  MD PA","TX","Healthcare Provider",1300,"09/20/2011","Hacking/IT Incident","Network Server","No"
